Anonymisation;4. SexeVerifieParLeDiplome;14. AnneeDiplomeVerifieParLeDiplome;15. ActiviteActuelle;27. EmploiLieuRegionEtranger;28. EmploiLieuPaysTerritoire;30. Option_EmploiMoisOccupation;32. EmploiContrat;34. EmploiContratAutre;35. EmploiCadre;36. EmploiTempsPleinPartiel;39. EmploiEntreprise;45. EmploiEntrepriseTaille;48. EmploiEntrepriseSecteurActivite;49. EmploiEntrepriseSecteurAutre;51. EmploiEntrepriseService;52. EmploiEntrepriseServiceDepartementAutre;53. EmploiEntreprisePoste;54. EmploiResponsabilitesHierarchiques;55. EmploiResponsabiliteBudget;56. EmploiResponsabiliteEquipe;57. EmploiResponsabiliteProjet;61. Option_EmploiInternational;62. Option_EmploiInternationalPrecision;63. EmploiSalaireBrutAnnuelHorsPrimes;64. EmploiPrimesBrutOuiNon;65. EmploiPrimesBrutOuiMontant;66. EmploiAvantagesNatureOuiNon;67. EmploiAvantagesNatureOuiMontant;69. EmploiCommentTrouve;72. EmploiCommentTrouveAutre;73. Option_EmploiMoyensRechercheEmploi;76. EmploiCritereChoix;78. EmploiAdequationNiveauQualification;79. EmploiAdequationSecteurDisciplinaire;80. EmploiSatisfaction;81. EmploiSatisfactionConditions;82. EmploiSatisfactionCollegues;83. EmploiSatisfactionRemuneration;84. EmploiSatisfactionAutonomie;85. EmploiSatisfactionLocalisation;86. EmploiChercheAutreEmploi;88. VolontariatType;89. VolontariatTypeAutre;113. TheseType;114. TheseTypeAutre;125. TheseSalaireBrutAnnuelHorsPrimes;126. ThesePrimesBrutOuiNon;127. ThesePrimesBrutOuiMontant;128. TheseAvantagesNatureOuiNon;129. TheseAvantagesNatureOuiMontant;130. TheseSalaireBrutAnnuelAvecPrimes;131. 1erEmploiDecritPrecedemment;134. 1erEmploiLapsPourTrouverApresDiplomeMois;135. Option_EcoleSatisfactionFormation;136. Option_EcoleAccompagnementProjetPro;151. Option_ScolariteCesure;152. Option_ScolariteMoisStage;153. Option_ScolariteMoisStageObligatoire;166. Tableaux_Compteur;167. Tableaux_Sexe;168. Tableaux_Promo;170. Effectifs_Promo;171. Effectifs_PromoSexe;175. Tableaux_BooleenFemmes;177. LieuTravail_FranceEtranger;178. Tableaux_BooleenCDI;190. Tableaux_Booleen1erEmploiMoinsDeuxMois;243. PROGRESSION;249. AnneeEnquete;264. Option_ScolariteFiliereFormation;265. Option_ScolariteSpecialisation
17002;Homme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);4;CDD (Contrat de travail à durée déterminée);;Non;À temps plein;Ecocert Greenlife;De 50 à 249 salarié(e)s;Sociétés de conseil, Bureaux d'études, Ingénierie;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Chargé d'Affaires;Non;Non;Non;Non;Oui;Vous traitez des projets avec un pays étranger;26000;Oui;1000;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (Viadeo, LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....)";Le contenu de la mission / du poste proposé;Non;Oui;Satisfait(e);Satisfait;Très satisfait;Insatisfait;Ni satisfait ni insatisfait;Insatisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Très utile;Oui;18;6;1;Homme;2017;118;49;0;France;0;100;Terminé;2018;MAT;Chimie-Matériaux-Environnement
17002;Homme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Non;À temps plein;Ecocert Greenlife;De 50 à 249 salarié(e)s;Autres activités spécialisées, scientifiques et techniques;;Études - Conseil et expertise;;Chargé d'Affaires;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;26000;Oui;1000;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Relations personnelles";Le lieu géographique;Non;Oui;;Ni satisfait ni insatisfait;Satisfait;Insatisfait;Insatisfait;Ni satisfait ni insatisfait;Oui;;;;;;;;;;;Oui;0;Satisfait(e);Assez utile;Oui;24;11;1;Homme;2017;118;49;0;France;100;100;Terminé;2019;MAT;Chimie-Matériaux-Environnement
17002;Homme;2017;En activité professionnelle;Hauts-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;H2O at Home;De 50 à 249 salarié(e)s;Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de Projet Produits;Non;Oui;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;35000;Non;;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé";Oui;Oui;;Très satisfait;Très satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;0;Très insatisfait(e);Peu utile;Oui;24;12;1;Homme;2017;118;49;0;France;100;100;Terminé;2020;MAT;Chimie-Matériaux-Environnement
17002;Homme;2017;En activité professionnelle;Hauts-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;H2O at Home;De 50 à 249 salarié(e)s;Industrie chimique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de Projets Produits;Non;Oui;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;33000;Oui;1000;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée;Relations personnelles";"La politique de responsabilité sociétale de l'entreprise (RSE);Le lieu géographique;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Très satisfait;Satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Satisfait;Non;;;;;;;;;;;Non;1;Satisfait(e);Assez utile;Oui;22;10;1;Homme;2017;118;49;0;France;100;100;Terminé;2021;MAT;Chimie-Matériaux-Environnement
17002;Homme;2017;En activité professionnelle;Hauts-de-France;France (y compris DOM-COM);6;CDI - y compris de la fonction publique;;Oui;À temps plein;Decathlon;5 000 salarié(e)s ou plus;Fabrication de textiles - Industries de l'habillement, du cuir et de la chaussure;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Quality Production Leader;Non;Oui;Non;Oui;Oui;Vous partez régulièrement exercer des missions à l'étranger;33000;Oui;3000;Non;;Relations personnelles;;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises;Candidature spontanée";"La politique globale de relations humaines dans l'entreprise;La politique de responsabilité sociétale de l'entreprise (RSE);Le lieu géographique;Le secteur d'activité de l'entreprise";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Satisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Utile;Oui;22;10;1;Homme;2017;118;49;0;France;100;100;Terminé;2022;MAT;Chimie-Matériaux-Environnement
17016;Femme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);6;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;Institut de recherche Pierre Fabre;De 250 à 4 999 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chargée de développement analytique;Oui;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;35000;Oui;2900;Oui;;Stage de fin d'études;;Stage de fin d'études;Le contenu de la mission / du poste proposé;Oui;Oui;;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Satisfait;Très satisfait;Très satisfait;Oui;;;;;;;;;;;Oui;0;Satisfait(e);Assez utile;Non;13;13;1;Femme;2017;118;69;100;France;0;100;Terminé;2018;CBS;Chimie-Santé
17016;Femme;2017;En activité professionnelle;Nouvelle-Aquitaine;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Nexira;De 50 à 249 salarié(e)s;Industrie agroalimentaire;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de projet R&D;Oui;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;3100;Oui;5400;Oui;800;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Relations personnelles";L'adéquation avec un projet professionnel;Oui;Oui;Satisfait(e);Satisfait;Satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Assez utile;Non;13;13;1;Femme;2017;118;69;100;France;100;100;Terminé;2019;CBS;Chimie-Santé
17016;Femme;2017;En activité professionnelle;Nouvelle-Aquitaine;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Nexira;De 250 à 4 999 salarié(e)s;Industrie agroalimentaire;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de projet R&D;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;40300;Oui;5000;Oui;860;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseau des anciens élèves;Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises";"L'adéquation avec un projet professionnel;La politique de responsabilité sociétale de l'entreprise (RSE);Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;;Satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Insatisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Assez utile;Non;13;12;1;Femme;2017;118;69;100;France;100;100;Terminé;2020;CBS;Chimie-Santé
17016;Femme;2017;En activité professionnelle;Nouvelle-Aquitaine;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Nexira;De 50 à 249 salarié(e)s;Industrie agroalimentaire;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de projet R&D;Non;Non;Non;Oui;Non;;40700;Oui;7000;Oui;860;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseau des anciens élèves;Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;La politique de responsabilité sociétale de l'entreprise (RSE);Le lieu géographique";Oui;Oui;Satisfait(e);Satisfait;Satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Oui;;;;;;;;;;;Non;0;Satisfait(e);Assez utile;Non;13;12;1;Femme;2017;118;69;100;France;100;100;Terminé;2021;CBS;Chimie-Santé
17016;Femme;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Femme;2017;;;;;;;En cours;2022;;
17030;Femme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);1,5;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Non;À temps plein;Nataïs;De 50 à 249 salarié(e)s;Industrie agroalimentaire;;Production - Exploitation;;Conducteur de ligne;Non;Non;Non;Non;Non;;25000;Oui;;Oui;;Service Emploi de votre Ecole;;"Service Emploi de votre Ecole;Réseaux sociaux professionnels (Viadeo, LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Relations personnelles";L'adéquation avec un projet professionnel;Non;Non;Satisfait(e);Satisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Oui;2;Satisfait(e);Assez utile;Non;0;0;1;Femme;2017;118;69;100;France;100;0;Terminé;2018;MAT;Chimie-Matériaux-Environnement
17030;Femme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;;De 50 à 249 salarié(e)s;Industrie agroalimentaire;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Chef de Projet Opérationnel;Non;Non;Non;Oui;Non;;2490;Oui;2490;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Apprentissage (embauche dans l'entreprise d'accueil du contrat);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Relations personnelles";L'adéquation avec un projet professionnel;Non;Non;Satisfait(e);Très satisfait;Satisfait;Insatisfait;Ni satisfait ni insatisfait;Très satisfait;Non;;;;;;;;;;;Oui;3;Satisfait(e);Peu utile;Non;;;1;Femme;2017;118;69;100;France;100;0;Terminé;2019;MAT;Chimie-Matériaux-Environnement
17030;Femme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Biscuits Poult;De 250 à 4 999 salarié(e)s;Industrie agroalimentaire;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Experte Qualité;Non;Non;Non;Non;Non;;33300;Non;;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises";"La politique globale de relations humaines dans l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;Satisfait(e);Satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Non;2;Satisfait(e);Inutile;Non;;;1;Femme;2017;118;69;100;France;100;0;Terminé;2020;MAT;Chimie-Matériaux-Environnement
17030;Femme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Biscuit Poult;De 250 à 4 999 salarié(e)s;Industrie agroalimentaire;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Référente qualité en production;Non;Non;Non;Non;Non;;33300;Non;;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....)";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Non;Satisfait(e);Satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Non;3;Ni satisfait(e) ni insatisfait(e);Inutile;Non;;;1;Femme;2017;118;69;100;France;100;0;Terminé;2021;MAT;Chimie-Matériaux-Environnement
17030;Femme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);2;CDI - y compris de la fonction publique;;Non;À temps plein;Gers Développement;Moins de 10 salarié(e)s;Activités informatiques et services d'information (TIC Services);;Autres services ou départements;Gestion, animation, communication, développement;Fabmanageuse;Non;Oui;Non;Non;Non;;26000;Non;;Oui;1700;Relations personnelles;;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises;Candidature spontanée";"Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Non;Non;Satisfait(e);Satisfait;Satisfait;Très insatisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Non;2;Ni satisfait(e) ni insatisfait(e);Inutile;Non;15;;1;Femme;2017;118;69;100;France;100;0;Terminé;2022;MAT;Chimie-Matériaux-Environnement
17107;Homme;2017;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Très satisfait(e);Assez utile;Non;11;11;1;Homme;2017;118;49;0;;;;Terminé;2018;DGE;Chimie-Matériaux-Environnement
17107;Homme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);;Titulaire de la fonction publique;;Oui;À temps plein;Éducation Nationale;5 000 salarié(e)s ou plus;Enseignement, recherche;;Enseignement - Formation;;Professeur agrégé;Non;Non;Non;Oui;Non;;22500;Oui;;Non;;Concours;;"Candidature spontanée;Concours";"L'adéquation avec un projet professionnel;La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé";Oui;Oui;Très satisfait(e);Satisfait;Très satisfait;Ni satisfait ni insatisfait;Très satisfait;Très satisfait;Non;;;;;;;;;;;Non;1;Très satisfait(e);Assez utile;Non;12;12;1;Homme;2017;118;49;0;France;100;100;Terminé;2020;DGE;Chimie-Matériaux-Environnement
17107;Homme;2017;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;Titulaire de la fonction publique;;Oui;À temps plein;Éducation Nationale;5 000 salarié(e)s ou plus;Enseignement, recherche;;Enseignement - Formation;;Professeur agregé de sciences physiques et chimiques;Oui;Non;Non;Oui;Non;;33600;Oui;;Non;;Concours;;"Candidature spontanée;Relations personnelles;Concours";"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé";Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Non;1;Très satisfait(e);Peu utile;Non;12;12;1;Homme;2017;118;49;0;France;100;100;Terminé;2021;DGE;Chimie-Matériaux-Environnement
17018;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);6;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;Fareva La Vallée;De 50 à 249 salarié(e)s;Industrie pharmaceutique;;Production - Exploitation;;Ingénieur Support Technique;Non;Non;Non;Non;Non;;31500;Oui;4000;Non;;Apprentissage (embauche dans l'entreprise d'accueil du contrat);;Apprentissage (embauche dans l'entreprise d'accueil du contrat);Le contenu de la mission / du poste proposé;Oui;Non;Ni satisfait(e) ni insatisfait(e);Satisfait;Très satisfait;Satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Oui;;;;;;;;;;;Oui;0;Satisfait(e);Assez utile;Non;18;;1;Femme;2017;118;69;100;France;0;100;Terminé;2018;Erasmus (étranger);
17018;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Fareva La Vallée;De 50 à 249 salarié(e)s;Industrie chimique;;Production - Exploitation;;Ingénieur Support Technique;Non;Non;Non;Non;Non;;36000;Oui;5500;Non;;Apprentissage (embauche dans l'entreprise d'accueil du contrat);;Apprentissage (embauche dans l'entreprise d'accueil du contrat);Le contenu de la mission / du poste proposé;Oui;Oui;Ni satisfait(e) ni insatisfait(e);Satisfait;Satisfait;Satisfait;Très satisfait;Très satisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Peu utile;Non;18;;1;Femme;2017;118;69;100;France;100;100;Terminé;2019;Erasmus (étranger);Chimie-Matériaux-Environnement
17018;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Fareva La Vallée;De 50 à 249 salarié(e)s;Industrie chimique;;Production - Exploitation;;Ingénieur Support Technique;Non;Non;Non;Oui;Non;;36400;Oui;2500;Non;;Apprentissage (embauche dans l'entreprise d'accueil du contrat);;Apprentissage (embauche dans l'entreprise d'accueil du contrat);"L'adéquation avec un projet professionnel;Le lieu géographique;Le secteur d'activité de l'entreprise";Oui;Oui;Ni satisfait(e) ni insatisfait(e);Ni satisfait ni insatisfait;Satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Peu utile;Non;;;1;Femme;2017;118;69;100;France;100;100;Terminé;2020;Erasmus (étranger);
17020;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);2;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;SOLUTEC;De 250 à 4 999 salarié(e)s;Activités informatiques et services d'information (TIC Services);;Études et développement en systèmes d'information;;Ingénieur d'études;Non;Non;Non;Non;Non;;27000;Non;;Oui;570;"Démarché(e) par un ""chasseur de têtes""";;"Réseaux sociaux professionnels (Viadeo, LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";L'adéquation avec un projet professionnel;Oui;Non;Ni satisfait(e) ni insatisfait(e);Satisfait;Très satisfait;Satisfait;Satisfait;Très satisfait;Non;;;;;;;;;;;Oui;2;Satisfait(e);Assez utile;Non;13;;1;Femme;2017;118;69;100;France;100;0;Terminé;2018;CBS;Chimie-Santé
17020;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;SOLUTEC;De 250 à 4 999 salarié(e)s;Sociétés de conseil, Bureaux d'études, Ingénierie;;Informatique industrielle et technique;;Intégrateur d'application;Non;Non;Non;Non;Non;;30000;Non;;Oui;2000;Autre;Solutec m'a contactée;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";Les perspectives d'évolution au sein de l'entreprise;Non;Non;Insatisfait(e);Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Satisfait;Oui;;;;;;;;;;;Oui;2;Satisfait(e);Peu utile;Non;13;12;1;Femme;2017;118;69;100;France;100;0;Terminé;2019;Erasmus (étranger);Chimie-Santé
17020;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;SOUTEC;De 250 à 4 999 salarié(e)s;Activités informatiques et services d'information (TIC Services);;Études et développement en systèmes d'information;;Ingénieure d'Etudes;Non;Non;Non;Non;Non;;32000;Non;;Oui;;"Démarché(e) par un ""chasseur de têtes""";;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;Insatisfait(e);Ni satisfait ni insatisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Oui;2;Satisfait(e);Peu utile;Non;13;;1;Femme;2017;118;69;100;France;100;0;Terminé;2020;CBS;Chimie-Santé
17020;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;SOLUTEC;De 250 à 4 999 salarié(e)s;Activités informatiques et services d'information (TIC Services);;Études - Conseil et expertise;;Ingénieur d'Etudes;Non;Non;Non;Non;Non;;34000;Non;;Oui;;"Démarché(e) par un ""chasseur de têtes""";;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée";;Non;Non;Ni satisfait(e) ni insatisfait(e);Ni satisfait ni insatisfait;Satisfait;Ni satisfait ni insatisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Oui;2;Satisfait(e);Peu utile;Non;13;12;1;Femme;2017;118;69;100;France;100;0;Terminé;2021;CBS;Chimie-Santé
17019;Homme;2017;En activité professionnelle;Nouvelle-Aquitaine;France (y compris DOM-COM);6;CDD (Contrat de travail à durée déterminée);;Non;À temps plein;OVIVE;De 50 à 249 salarié(e)s;Production et distribution d'eau  assainissement, gestion des déchets et dépollution;;Production - Exploitation;;Exploitant;Oui;Non;Oui;Non;Non;;26400;Oui;2000;Oui;8000;Stage de fin d'études;;"Réseau des anciens élèves;Stage de fin d'études;Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée";Le contenu de la mission / du poste proposé;Oui;Oui;Satisfait(e);Insatisfait;Satisfait;Ni satisfait ni insatisfait;Très satisfait;Très insatisfait;Oui;;;;;;;;;;;Non;0;Satisfait(e);Peu utile;Non;12;12;1;Homme;2017;118;49;0;France;0;100;Terminé;2018;DGE;Chimie-Matériaux-Environnement
17019;Homme;2017;En recherche d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;Satisfait(e);Peu utile;Non;11;11;1;Homme;2017;118;49;0;;;;Terminé;2019;DGE;Chimie-Matériaux-Environnement
17019;Homme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;NEREUS;De 20 à 49 salarié(e)s;Société de conseil ou d'ingénierie, Bureaux d'études indépendants;;Autre service ou département;ingénierie - conception;ingénieur procédés;Non;Non;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous partez régulièrement exercer des missions à l'étranger";30000;Oui;3000;Oui;1000;Site Internet spécialisé dans l'emploi (APEC, ....);;"Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises";"Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Satisfait;Satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;0;Ni satisfait(e) ni insatisfait(e);Peu utile;Non;11;11;1;Homme;2017;118;49;0;France;100;100;Terminé;2020;DGE;Chimie-Matériaux-Environnement
